Question,Document,Label
"when was Ann Richards governor of Texas	Richards served as the 45th Governor of Texas from 1991 to 1995 and was defeated for re-election in 1994 by George W. Bush .	0",,
"when was Ann Richards governor of Texas	Ann Richards was the second female governor of Texas .	0",,
"what is windows data protection data	Data Execution Prevention ( DEP ) is a security feature included in modern operating systems .	0",,
"what is futanaria	Example illustration of two common futanari variants	0",,
"what is futanaria	But in today 's language it refers almost exclusively for characters who have an overall feminine appearance .	0",,
"what is captcha code	Some CAPTCHAs try to utilize the ability of people to see three-dimensional objects .	0",,
"what is captcha code	A CAPTCHA ( ) is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .	1",,
"what is captcha code	The process usually involves a computer asking a user to complete a simple test which the computer is able to grade .	0",,
"what is captcha code	A common type of CAPTCHA requires the user to type letters and/or digits from a distorted image that appears on the screen .	0",,
"what is captcha code	It is an acronym based on the word `` capture '' and standing for `` Completely Automated Public Turing test to tell Computers and Humans Apart '' .	0",,
"Where is the greatest concentration of KFC in the world	The company is a subsidiary of Yum !	0",,
"Where is the greatest concentration of KFC in the world	Brands .	0",,
"what is phylum cnidaria	Both forms have a single orifice and body cavity that are used for digestion and respiration .	0",,
"what is phylum cnidaria	Cnidarians ' activities are coordinated by a decentralized nerve net and simple receptors .	0",,
"what is phylum cnidaria	Not all cnidarians reproduce sexually .	0",,
"what is phylum cnidaria	Fossils of cnidarians that do not build mineralized structures are very rare .	0",,
"what is the meaning of word aztecs	Aztec jade mask depicting the god Xipe Totec .	0",,
"what is the meaning of word aztecs	Large ceramic statue of an Aztec Eagle Warrior	0",,
"what is the meaning of word aztecs	Aztec cosmogram in the pre-Hispanic Codex Fej√©rv√°ry-Mayer - the fire god Xiuhtecuhtli is in the center .	0",,
"what is the meaning of word aztecs	In this meaning it is possible to talk about an Aztec civilization including all the particular cultural patterns common for most of the peoples inhabiting Central Mexico in the late postclassic period .	0",,
"who is anderson cooper 's mother	He is the primary anchor of the CNN news show Anderson Cooper 360¬∞ .	0",,
"what is standard deviation in statistics	A plot of a normal distribution ( or bell-shaped curve ) where each band has a width of 1 standard deviation ‚Ä?See also : 68-95-99.7 rule	0",,
"what is standard deviation in statistics	Cumulative probability of a normal distribution with expected value 0 and standard deviation 1 .	0",,
"what is standard deviation in statistics	A low standard deviation indicates that the data points tend to be very close to the mean ; high standard deviation indicates that the data points are spread out over a large range of values .	0",,
"what is standard deviation in statistics	It is algebraically simpler though practically less robust than the average absolute deviation .	0",,
"what is standard deviation in statistics	The reported margin of error is typically about twice the standard deviation ¬≠‚Ä?the radius of a 95 percent confidence interval .	0",,
"what is melloco entero	Papalisa were used by the Incas prior to arrival of Europeans in South America .	0",,
"what is melloco entero	Ulluco tubers in New Zealand	0",,
"where was the fugitive slave law made	This was one of the most controversial acts of the 1850 compromise and heightened Northern fears of a `` slave power conspiracy '' .	0",,
"where was the fugitive slave law made	Abolitionists nicknamed it the `` Bloodhound Law '' for the dogs that were used to track down runaway slaves .	0",,
"when is frank pallone up for reelection	He is a member of the Democratic Party .	0",,
"when is frank pallone up for reelection	He previously represented the 3rd district from 1988 to 1993 .	0",,
"who is in the group trinity 5 7	The group was marketed as a gospel alternative to R & B girl groups such as Destiny 's Child and TLC .	0",,
"who is in the group trinity 5 7	Trin-i-tee 5:7 has sold over 2.5 million albums .	0",,
"who is in the group trinity 5 7	The album featured the songs `` God 's Grace '' and the cover song `` Oh !	0",,
"who is in the group trinity 5 7	Mary Do n't You Weep '' .	0",,
"who is in the group trinity 5 7	The album later became certified gold .	0",,
"who is in the group trinity 5 7	The album became the group 's second # 1 album on the Top Gospel charts .	0",,
"who is in the group trinity 5 7	The album contained the singles `` Put Your Hands '' and `` My Body '' .	0",,
"what is eic earned income credit	This credit is provided to offset the burden of social security taxes and also to promote an incentive to work .	0",,
"what is eic earned income credit	These amounts are indexed annually for inflation .	0",,
"what is eic earned income credit	The earned income tax credit has been part of political debates in the United States regarding whether raising the minimum wage or increasing EIC will better address a seeming shortage of good-paying jobs .	0",,
"who is doing the 2011 super bowl halftime show	It has measurably increased television viewers during and after the halftime show .	0",,
"who is doing the 2011 super bowl halftime show	The performance is regarded one of the most-watched events in American television annually with over 100 million viewers in the United States alone .	0",,
"who is doing the 2011 super bowl halftime show	Beyonce 's 2013 halftime show performance was the second most viewed show in history .	0",,
"who is doing the 2011 super bowl halftime show	It is listed on the Guinness World Records as the largest TV audience for a Super Bowl half-time performance .	0",,
"when is international men 's day	International Men 's Day ( IMD ) is an annual international event celebrated on 19th November .	1",,
"when is international men 's day	She added that UNESCO was looking forward to cooperating with the organizers .	0",,
"when is international men 's day	The broader and ultimate aim of the event is to promote basic humanitarian values .	0",,
"where is valley village ca	Valley Village ParkValley	0",,
"what is lifespan development in psychology	Developmental psychology is the scientific study of changes that occur in human beings over the course of their life span .	0",,
"where is the person who played `` joey stivic '' in all in the family	Joseph Michael `` Joey '' Stivic is a fictional character who first appeared on the 1970s American sitcom All in the Family .	0",,
"where is the person who played `` joey stivic '' in all in the family	The character first appeared as a newborn baby in a two-part episode of All in the Family which aired in December 1975 .	0",,
"where is the person who played `` joey stivic '' in all in the family	Joey Stivic was a regular character on the All in the Family spin-off series Gloria in 1982 and 1983 .	0",,
"where is the person who played `` joey stivic '' in all in the family	In 1976 the Ideal Toy Company released a 14-inch `` Joey Stivic doll '' ( called `` Archie Bunker 's Grandson '' ) which was billed as the `` first anatomically correct male doll . ''	0",,
"when is rose bowl game in 2012	The Pasadena Tournament of Roses Association was the organizer of the game .	0",,
"when is rose bowl game in 2012	Vizio Inc. was the corporate sponsor and the game was officially named `` The Rose Bowl Game presented by Vizio '' .	0",,
"when is rose bowl game in 2012	The contest was broadcast on cable television station ESPN with a radio broadcast on ESPN Radio and XM Satellite Radio and ESPN3 streaming video over the internet .	0",,
"when is rose bowl game in 2012	Coverage began at 1:30 PM ( PST ) with kickoff at 2:10 PM ( PST ) .	0",,
"when is rose bowl game in 2012	Ticket prices for all seats in the Rose Bowl are listed at $ 145 .	0",,
"when was the Declaration of Independence Signing	Instead they now formed a new nation‚Äîthe United States of America .	0",,
"when was the Declaration of Independence Signing	It was initially published as the printed Dunlap broadside that was widely distributed and read to the public .	0",,
"when was the Declaration of Independence Signing	The original July 4 United States Declaration of Independence manuscript was lost while all other copies have been derived from this original document .	0",,
"when was the Declaration of Independence Signing	The sources and interpretation of the Declaration have been the subject of much scholarly inquiry .	0",,
"when was the Declaration of Independence Signing	The passage came to represent a moral standard to which the United States should strive .	0",,
"when was the Declaration of Independence Signing	It has inspired work for the rights of marginalized people throughout the world .	0",,
"What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels ?	Chitty Chitty Bang Bang is a 1968 British musical film loosely based on Ian Fleming 's novel .	0",,
"What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels ?	The film 's script is by Roald Dahl and Ken Hughes and its songs by the Sherman Brothers .	0",,
"What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels ?	It stars Dick Van Dyke as Caractacus Potts and Sally Ann Howes as Truly Scrumptious .	0",,
"What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels ?	John Stears supervised the special effects .	0",,
"what is the arid vegetation	Environments subject to arid climates tend to lack vegetation and are called xeric or desertic .	0",,
"what is the arid vegetation	Most `` arid '' climates surround the equator ; these places include most of Africa and parts of South America and Central America .	0",,
"who was the president in 1960	This was the first election in which all fifty of the current United States participated .	0",,
"who was the president in 1960	A number of factors explain why the election was so close .	0",,
"who was the president in 1960	Kennedy 's campaigning skills decisively outmatched Nixon 's .	0",,
"who was the president in 1960	He relied on running mate Lyndon B. Johnson to hold the South and used television effectively .	0",,
"when was the patriot act enacted	The title of the act is a ten letter acronym ( USA PATRIOT ) that stands for Uniting ( and ) Strengthening America ( by ) Providing Appropriate Tools Required ( to ) Intercept ( and ) Obstruct Terrorism Act of 2001 .	0",,
"when was the patriot act enacted	Republican leaders questioned if the use of the Autopen met the constitutional requirements for signing a bill into law .	0",,
"what is the population of snohomish washington ? per year	A house in Queen Anne style at 223 Avenue A .	0",,
"what is the population of snohomish washington ? per year	Many houses bear plaques with the year the house was built and the name of the family or individual who originally occupied it .	0",,
"what is the Dave Matthews band so popular	Boyd Tinsley was added to the band as a violinist soon after the band was formed .	0",,
"what is the Dave Matthews band so popular	Moore died suddenly in August 2008 due to complications from injuries sustained in an ATV accident .	0",,
"what is the Dave Matthews band so popular	GRAMMY Award -winner Jeff Coffin of B√©la Fleck and the Flecktones has since filled Moore 's spot as the band 's saxophonist .	0",,
"what is the Dave Matthews band so popular	Rashawn Ross and Tim Reynolds have also become full-time touring members of the band .	0",,
"what is the Dave Matthews band so popular	This portion of the tour has become a stamp of DMB and has grown with the band since Fenton Williams began working with them in the early 1990s .	0",,
"what is the Dave Matthews band so popular	After twenty consecutive years of touring the band announced that it would take the summer of 2011 off .	0",,
"what is transcendental wild oats about	The men of the community spend their time in pointless debates while Sister Hope works from dawn to dusk to maintain their existence .	0",,
"what is transcendental wild oats about	Timon Lion and his son abscond to join the Shakers ‚Ä?though Timon is unhappy to learn that life among them is `` all work and no play . ''	0",,
"what is transcendental wild oats about	Abel is crushed by the failure of the enterprise ; after days of despair he begins to eat again only when he realizes that his family needs him .	0",,
"what is transcendental wild oats about	Sister Hope finds a way for them to subsist and persevere .	0",,
"what is transcendental wild oats about	`` Transcendental Wild Oats '' has been reprinted in several modern editions .	0",,
"who was the first person to climb the mount of the holy cross	It is located in the Holy Cross Wilderness near the ghost town of Holy Cross City and in Eagle County .	0",,
"who was the first person to climb the mount of the holy cross	It was named for the distinctive cross-shaped snowfield on the northeast face .	0",,
"who was the first person to climb the mount of the holy cross	The monument was transferred to the National Park Service in 1933 .	0",,
"who was the first person to climb the mount of the holy cross	The first publicly available photograph was published in National Geographic magazine .	0",,
"who was the first person to climb the mount of the holy cross	It is still much photographed but it is not as well known today as it was in the past .	0",,
"who was the first person to climb the mount of the holy cross	US 24 runs near the peak through Gilman .	0",,
"who was the first person to climb the mount of the holy cross	Photochrom print of Mount of the Holy Cross c. 1900 .	0",,
"who was the first person to climb the mount of the holy cross	This image is a reversed view of the mountain compared to how it actually appears .	0",,
"who was the first person to climb the mount of the holy cross	Mount of the Holy Cross has a history of endangering the lives of many hikers .	0",,
"who was the first person to climb the mount of the holy cross	Thorough research and reasonable planning should prevent most tragedies .	0",,
"who was the first person to climb the mount of the holy cross	The Half Moon Pass Trail is the standard route to the summit of Mount of the Holy Cross via the North Ridge .	0",,
"who was the first person to climb the mount of the holy cross	Following the Fall Creek Trail to an ascent of Notch Mountain Trail provides the best view of the Holy Cross snow feature from Notch Mountain Ridge .	0",,
"what is a gsm cell phone	The GSM logo is used to identify compatible handsets and equipment	0",,
"what is a gsm cell phone	It became the de facto global standard for mobile communications with over 80 % market share .	0",,
"what is a gsm cell phone	Further improvements were made when the 3GPP developed third generation ( 3G ) UMTS standards followed by fourth generation ( 4G ) LTE Advanced standards .	0",,
"what is a gsm cell phone	`` GSM '' is a trademark owned by the GSM Association .	0",,
"what was the cash and carry lend lease	President Franklin D. Roosevelt signs the Lend-Lease bill to give aid to Britain and China ( 1941 )	0",,
"what was the cash and carry lend lease	The Lend Lease act was an act where the United States had supported its allies .	1",,
"what was the cash and carry lend lease	This was nine months before the U.S. entered the war in December 1941 .	0",,
"what was the cash and carry lend lease	The terms of the agreement provided that the materiel was to be used until time for their return or destruction .	0",,
"what was the cash and carry lend lease	Supplies after the termination date were sold to Britain at a large discount for ¬£1 .075 billion using long-term loans from the United States .	0",,
"what was the cash and carry lend lease	Canada operated a similar program that sent $ 4.7 billion in supplies to the United Kingdom and the Soviet Union .	0",,
"what was the cash and carry lend lease	The United States did not charge for aid supplied under this legislation .	0",,
"what is older pyramid or stonehedge	Archaeologists believe it was built anywhere from 3000 BC to 2000 BC .	0",,
"what is older pyramid or stonehedge	The site and its surroundings were added to the UNESCO 's list of World Heritage Sites in 1986 in a co-listing with Avebury Henge .	0",,
"what is older pyramid or stonehedge	It is a national legally protected Scheduled Ancient Monument .	0",,
"what is older pyramid or stonehedge	Archaeological evidence found by the Stonehenge Riverside Project in 2008 indicates that Stonehenge could have been a burial ground from its earliest beginnings .	0",,
"what is older pyramid or stonehedge	Such deposits continued at Stonehenge for at least another 500 years .	0",,
"what is older pyramid or stonehedge	The site is a place of religious significance and pilgrimage in Neo-Druidry .	0",,
"who was in the women 's ncaa 1994 final four	The NCAA Women 's Division I Championship is an annual college basketball tournament for women .	0",,
"who was in the women 's ncaa 1994 final four	The women 's championship game is now the final overall game of the college basketball season .	0",,
"who was in the women 's ncaa 1994 final four	The final was usually played the Sunday afternoon following the Men 's Final Four .	0",,
"who was in the women 's ncaa 1994 final four	All 63 games have been broadcast on television since 2003 on ESPN and ESPN2 .	0",,
"where is the rosetta stone located in 2010	The Rosetta Stone in the British Museum	0",,
"where is the rosetta stone located in 2010	The Rosetta Stone is an ancient Egyptian granodiorite stele inscribed with a decree issued at Memphis in 196 BC on behalf of King Ptolemy V .	0",,
"where is the rosetta stone located in 2010	Lithographic copies and plaster casts began circulating among European museums and scholars .	0",,
"where is the rosetta stone located in 2010	It is the most-visited object in the British Museum .	0",,
"where is the rosetta stone located in 2010	Study of the decree was already under way as the first full translation of the Greek text appeared in 1803 .	0",,
"where is the rosetta stone located in 2010	The term Rosetta Stone is now used in other contexts as the name for the essential clue to a new field of knowledge .	0",,
"where are poison dart frog seen	These species are diurnal and often have brightly colored bodies .	0",,
"where are poison dart frog seen	Many species are threatened .	0",,
"where are poison dart frog seen	These amphibians are often called `` dart frogs '' due to the Amerindians ' indigenous use of their to poison the tips of blowdarts .	0",,
"what is cajeta in english	Cajeta is a Mexican confection of thickened syrup usually made of sweetened caramelised milk .	0",,
"what is cajeta in english	Another hypothesis is that it takes its name from the small wooden boxes in which it was traditionally packed .	0",,
"what is cajeta in english	Certain liquors are added to special recipes called cajeta envinada .	0",,
"what is cajeta in english	In Mexico many brands make cajeta but the most common brand is Coronado .	0",,
"what is cajeta in english	It is also very common to place cajeta between obleas to make a traditional Mexican dessert .	0",,
"what is prince william 's last name	Prince William was educated at four schools in the United Kingdom and obtained a degree from the University of St Andrews .	0",,
"what is prince william 's last name	Prince William has also taken Kiswahili studies at universities in Kenya and Tanzania .	0",,
"what is the language of mali	Mali is a multilingual country .	0",,
"what is the language of mali	Ethnologue counts 50 languages .	0",,
"what is the language of mali	Altogether 13 of the indigenous languages of Mali have the legal status of national language .	0",,
"when is lunar new year 2011	{ { Infobox Holiday	0",,
"when is lunar new year 2011	Chinese New Year	0",,
"when is lunar new year 2011	9 ‚Ä?12 February ( Vietnam )	0",,
"where is rogers headquarters	Rogers Communications Inc. is a diversified public Canadian communications and media company .	0",,
"where is rogers headquarters	The company also competes with a number of other media companies in the broadcasting industry .	0",,
"what is the server for the internet	The Internet is a global system of interconnected computer networks that use the standard Internet protocol suite ( TCP/IP ) to serve billions of users worldwide .	0",,
"what is the server for the internet	Online shopping has boomed both for major retail outlets and small artisans and traders .	0",,
"what is the server for the internet	Business-to-business and financial services on the Internet affect supply chains across entire industries .	0",,
"what is the server for the internet	The commercialization of what was by the 1990s an international network resulted in its popularization and incorporation into virtually every aspect of modern human life .	0",,
"what is the server for the internet	The Internet has no centralized governance in either technological implementation or policies for access and usage ; each constituent network sets its own policies .	0",,
"where were the Winter Olympics in 2006	Italy also hosted the Games of the XVII Olympiad in Rome in 1960 .	0",,
"where were the Winter Olympics in 2006	Turin was selected as the host city for the 2006 games in 1999 .	0",,
"where were the Winter Olympics in 2006	The official motto of the XX Olympic Winter Games was `` Passion lives here '' .	0",,
"when was the song help written	`` Help ! '' is a song by the Beatles that served as the title song for both the 1965 film and its soundtrack album .	0",,
"who is the creator of bing	Poster for the 2005 exhibition	0",,
"what is the country with highest life expectancy	The dotted line corresponds to equal female and male life expectancy .	0",,
"what is the country with highest life expectancy	The apparent 3D volumes of the bubbles are linearly proportional to their population .	0",,
"what is the country with highest life expectancy	This is a list of countries by life expectancy at birth .	0",,
"what is the normal inr range	The prothrombin time ( PT ) and its derived measures of prothrombin ratio ( PR ) and international normalized ratio ( INR ) are measures of the extrinsic pathway of coagulation .	0",,
"what is the normal inr range	This test is also called `` ProTime INR '' and `` PT/INR '' .	0",,
"what is the normal inr range	It is used in conjunction with the activated partial thromboplastin time ( aPTT ) which measures the intrinsic pathway .	0",,
"What is the value of understanding cross-cultural psychology ?	In 1972 the International Association of Cross-Cultural Psychology ( IACCP ) was established .	0",,
"What is the value of understanding cross-cultural psychology ?	This branch of psychology has continued to expand as there has been an increasing popularity of incorporating culture and diversity into studies .	0",,
"What is the value of understanding cross-cultural psychology ?	Cross-cultural psychology is differentiated from Cultural psychology .	0",,
"when was the lady gaga judas song released	Gaga has further explained that the song was also about honoring one 's inner darkness in order to bring oneself into the light .	0",,
"when was the lady gaga judas song released	The artwork for the single was designed by Gaga in Microsoft Word .	0",,
"when was the lady gaga judas song released	It contains three distinct hooks and a house -influenced break down .	0",,
"when was the lady gaga judas song released	It has a Biblical storyline where Reedus played Judas Iscariot and Gaga played Mary Magdalene .	0",,
"when was the lady gaga judas song released	The video portrays them as modern day missionaries going to Jerusalem .	0",,
"when was the lady gaga judas song released	The video was nominated for two awards at the 2011 MTV Video Music Awards .	0",,
"what is mpeg4 avc or sp/asp	The final drafting work on the first version of the standard was completed in May 2003 .	0",,
"what is mpeg4 avc or sp/asp	H.264/MPEG-4 AVC is a block-oriented motion-compensation -based codec standard developed by the ITU-T Video Coding Experts Group ( VCEG ) together with the ISO/IEC JTC1 Moving Picture Experts Group ( MPEG ) .	0",,
"what is mpeg4 avc or sp/asp	The project partnership effort is known as the Joint Video Team ( JVT ) .	0",,
"what is mpeg4 avc or sp/asp	H.264 is perhaps best known as being one of the codec standards for Blu-ray Discs ; all Blu-ray Disc players must be able to decode H.264 .	0",,
"WHAT IS NON BINDING ?	The `` award '' is in effect an advisory opinion of the arbitrator 's view of the respective merits of the parties cases .	0",,
"WHAT IS NON BINDING ?	Non-binding arbitration is used in connection with attempts to reach a negotiated settlement .	0",,
"WHAT IS NON BINDING ?	The award and reasoning in a non-binding arbitration is almost invariably inadmissible in any subsequent action in the courts or in another arbitration tribunal .	0",,
"WHAT IS NON BINDING ?	Non-binding arbitration is utilised mostly in the United States and Canada .	0",,
"when was the last eruption of mount augustine	The Alaska Volcano Observatory currently rates Mount Augustine as Level of Concern Color Code Green for aviation and the Volcano Alert Level is at Normal .	0",,
"when was the last eruption of mount augustine	The island is made up mainly of past eruption deposits .	0",,
"when was the last eruption of mount augustine	Scientists have been able to discern that past dome collapse has resulted in large avalanches .	0",,
"where is island of belize	A map of Belize .	0",,
"where is island of belize	The reef and its islands have been a UNESCO World Heritage Site since 1996 .	0",,
"where is island of belize	River islands have not been listed .	0",,
"what is Roxio DLA	Drive Letter Access ( DLA ) is a discontinued commercial packet writing application for the Microsoft Windows operating system that allows optical disc data storage devices to be used in a manner similar to floppy disks .	0",,
"what is Roxio DLA	DLA is a packet writing technology for CD and DVD media that uses the UDF file system .	0",,
"what is the pill in limitless	It is based on the 2001 novel The Dark Fields by Alan Glynn with the screenplay by Leslie Dixon .	0",,
"where is university of nelson mandela metropolitan located	Nelson Mandela Metropolitan University ( NMMU ) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .	1",,
"where is university of nelson mandela metropolitan located	A merging of three institutions founded NMMU in January 2005 but its history dates back to 1882 with the foundation of Port Elizabeth Art School .	0",,
"where is university of nelson mandela metropolitan located	The University draws international students from all over the world .	0",,
"where is university of nelson mandela metropolitan located	NMMU is a comprehensive university offering professional and vocational training .	0",,
"where is university of nelson mandela metropolitan located	The University has six campuses - five in Port Elizabeth and one in George .	0",,
"where is university of nelson mandela metropolitan located	The main campus is the South Campus .	0",,
"where is university of nelson mandela metropolitan located	Students at NMMU can study towards diplomas and degrees up to and including doctoral level qualifications .	0",,
"where is university of nelson mandela metropolitan located	A number of courses include workplace experience as part of the curriculum .	0",,
"where are cover girl cosmetics sold	CoverGirl makes up for lack of direct individual customer service by providing a wide variety of cosmetics available at reasonable prices .	0",,
"what is darwin 's origin of species	Darwin 's book introduced the scientific theory that populations evolve over the course of generations through a process of natural selection .	0",,
"what is darwin 's origin of species	It presented a body of evidence that the diversity of life arose by common descent through a branching pattern of evolution .	0",,
"what is darwin 's origin of species	Various evolutionary ideas had already been proposed to explain new findings in biology .	0",,
"what is darwin 's origin of species	The book was written for non-specialist readers and attracted widespread interest upon its publication .	0",,
"what is darwin 's origin of species	The debate over the book contributed to the campaign by T.H . Huxley and his fellow members of the X Club to secularise science by promoting scientific naturalism .	0",,
"What is the name of the late Major League old professor	He was elected to the Baseball Hall of Fame in .	0",,
"What is June known for ?	June ( ) is the sixth month of the year in the Julian and Gregorian calendars and one of the four months with a length of 30 days .	0",,
"What is June known for ?	Ovid provides two etymologies for June 's name in his poem concerning the months entitled the Fasti .	0",,
"What is June known for ?	See : Months in various calendars also called the season of the June is the month with the longest daylight hours of the year in the Northern Hemisphere and the shortest daylight hours of the year in the Southern Hemisphere .	0",,
"What is June known for ?	June in the Northern Hemisphere is the seasonal equivalent to December in the Southern Hemisphere and vice versa .	0",,
"What is June known for ?	June is known for the large number of marriages that occur over the course of the month .	0",,
"when was the constitution written	A constitution is a set of fundamental principles or established precedents according to which a state or other organization is governed .	0",,
"what is managerial engineering	Engineering management is a specialized form of management that is concerned with the application of engineering principles to business practice .	0",,
"what is managerial engineering	Successful engineering managers typically require training and experience in business and engineering .	0",,
"what is managerial engineering	Engineering professionals joining manufacturing companies sometimes become engineering managers by default after a period of time .	0",,
"what is the meaning of reimbursement	Deductibles are typically used to deter the large number of trivial claims that a consumer can be reasonably expected to bear the cost of .	0",,
"what is the meaning of reimbursement	Deductibles are normally provided as clauses in an insurance policy that dictate how much of an insurance-covered expense is borne by the policyholder .	0",,
"what is the meaning of reimbursement	They are normally quoted as a fixed quantity and is a part of most policies covering losses to the policy holder .	0",,
"what is the meaning of reimbursement	The insurer then becomes liable for claimable expenses that exceed this amount ( subject to the maximum sum claimable indicated in the contract ) .	0",,
"what is the meaning of reimbursement	Several deductibles can be set by the insurer based on the cause of the claim .	0",,
"what is the use of a sales invoice ?	An invoice indicates the sale transaction only .	0",,
"what is the use of a sales invoice ?	Payment terms are independent of the invoice and are negotiated by the buyer and the seller .	0",,
"what is the use of a sales invoice ?	Payment terms are usually included on the invoice .	0",,
"what is the use of a sales invoice ?	The buyer could have already paid for the products or services listed on the invoice .	0",,
"what is the use of a sales invoice ?	Buyer can also have a maximum number of days in which to pay for these goods and is sometimes offered a discount if paid before the due date .	0",,
"what is the main primary bronchus	The azygos vein arches over it from behind ; and the right pulmonary artery lies at first below and then in front of it .	0",,
"what is the main primary bronchus	About 2 cm from its commencement it gives off a branch to the upper lobe of the right lung .	0",,
"what is squash the sport	The players must alternate in striking the ball with their racquet and hit the ball onto the playable surfaces of the four walls of the court .	0",,
"what is squash the sport	Squash is recognized by the IOC and supporters are lobbying for its incorporation in a future Olympic program .	0",,
"what is fuel oil used for	Residual oil is oil found in low concentrations naturally or in exhausted oil fields .	0",,
"what is fuel oil used for	The technique is limited by availability of carbon dioxide .	0",,
"what is fuel oil used for	It does not result in sequestration of the carbon dioxide but the gas is recycled as much as possible .	0",,
"what is fuel oil used for	United States reserves of residual oil are estimated to be 100 billion barrels .	0",,
"where is henry viii buried	Henry VIII ( 28 June 1491 ‚Ä?28 January 1547 ) was king of England from 21 April 1509 until his death .	0",,
"where is henry viii buried	Henry oversaw the legal union of England and Wales with the Laws in Wales Acts 1535 and 1542 .	0",,
"where is henry viii buried	His desire to provide England with a male heir ‚Ä?which stemmed partly from personal vanity and partly because he believed a daughter would be unable to consolidate the Tudor dynasty and the fragile peace that existed following the Wars of the Roses ‚Ä?led to the two things for which Henry is most remembered : his six marriages and the English Reformation .	0",,
"what was the ratings of the final episode La Reina Del Sur	The program 's success spurred Telemundo to launch its first campaign to gain the series an Emmy Award nomination .	0",,
"what is hosting a website	An example of rack mounted servers	0",,
"what is hosting a website	A web hosting service is a type of Internet hosting service that allows individuals and organizations to make their website accessible via the World Wide Web .	0",,
"what is hosting a website	The scope of web hosting services varies greatly .	0",,
"what is hosting a website	The files are usually delivered to the Web `` as is '' or with minimal processing .	0",,
"what is hosting a website	Many Internet service providers ( ISPs ) offer this service free to subscribers .	0",,
"what is hosting a website	Individuals and organizations may also obtain Web page hosting from alternative service providers .	0",,
"what is hosting a website	Business web site hosting often has a higher expense depending upon the size and type of the website .	0",,
"what is hosting a website	Single page hosting is generally sufficient for personal web pages .	0",,
"what is hosting a website	These facilities allow customers to write or install scripts for applications like forums and content management .	0",,
"when was the first nfl madden game released	Madden NFL ( known as John Madden Football before 1993 ) is an American football video game series developed by Electronic Arts Tiburon for EA Sports .	0",,
"when was the first nfl madden game released	The series is the best selling EA Sports series .	0",,
"when was the first nfl madden game released	The Madden NFL series has been nicknamed the NFL 's 33rd Franchise .	0",,
"when was the first nfl madden game released	The series ' name was changed to Madden NFL in 1993 after EA acquired the rights to use NFL teams and players .	0",,
"Who is Cindy Sheehan and what was her 'peace camp '	She attracted national and international media attention in August 2005 for her extended antiwar protest at a makeshift camp outside President George W. Bush 's Texas ranch ‚Äîa stand that drew both passionate support and angry criticism .	0",,
"Who is Cindy Sheehan and what was her 'peace camp '	Sheehan ran unsuccessfully for Congress in 2008 .	0",,
"Who is Cindy Sheehan and what was her 'peace camp '	She is a vocal critic of President Barack Obama 's foreign policy .	0",,
"Who is Cindy Sheehan and what was her 'peace camp '	Sheehan was the 2012 vice-presidential nominee of the Peace and Freedom Party .	0",,
"WHERE WAS WYCLEF JEAN BORN ?	He first received fame as a member of the acclaimed New Jersey hip hop group the Fugees .	0",,
"WHERE WAS WYCLEF JEAN BORN ?	Haiti 's electoral commission said that Mr Jean was ineligible to stand as the Haitian constitution requires candidates to have lived in the country for five years prior to an election .	0",,
"WHERE WAS WYCLEF JEAN BORN ?	The 40-year-old singer lives in the US .	0",,
"what is right to set off payments	The law thus allows both parties to defer payment until their respective claims have been heard in court .	0",,
"what is right to set off payments	This has been criticized as an undeclared security interest that violates the principle of pari passu .	0",,
"what is right to set off payments	The right to set off is particularly important when reporting a bank 's exposures to regulatory authorities .	0",,
"who are jennifer aniston 's parents	Aniston has also enjoyed a successful Hollywood film career .	0",,
"what is the real name of a white tiger	A white Bengal tiger at the Houston Aquarium	0",,
"what is the real name of a white tiger	( video )	0",,
"what is pci Interface	It has subsequently been adopted for other computer types .	0",,
"what is pci Interface	The specification can be purchased from the PCI Special Interest Group ( PCI-SIG ) .	0",,
"what is pci Interface	PCI video cards remain available for use with old PCs without AGP or PCI Express slots .	0",,
"what is pci Interface	Many devices previously provided on PCI expansion cards are now commonly integrated onto motherboards or available in universal serial bus and PCI Express versions .	0",,
"what is in caffeine	Part of the reason caffeine is classified by the Food and Drug Administration as GRAS ( generally recognized as safe ) is that toxic doses ( over 10 grams ) are much higher than typically used doses ( less than 500 milligrams ) .	0",,
"what is in caffeine	Caffeine can have both positive and negative effects on anxiety disorders .	0",,
"what is in caffeine	The American Congress of Obstetricians and Gynecologists ( ACOG ) concluded in 2010 that caffeine consumption is safe up to 200 mg per day in pregnant women .	0",,
"what is in caffeine	The degree to which caffeine can produce clinically significant physical and mental dependence remains a subject of controversy in the medical literature .	0",,
"what is the biggest standard size for longboards ?	A kicktail cruiser	0",,
"what is the biggest standard size for longboards ?	A longboard is a longer variant of a skateboard .	0",,
"What is the world 's largest religious population ?	Sources outside of Wikipedia give differing estimates:	0",,
"What is the world 's largest religious population ?	( 2010 est . ) .	0",,
